SITE|STONE|INSCRIPTIO|DOUBTFUL|INCOMPLETE|CONDITION|LEGIBILITY|SECONDARY|ORIENTATIO|NO_LINES|POSITION1|POSITION2|POSITION3|POSITION4|POSITION|INCISION|TECHNIQUE|NAMES|LANGUAGE|LING_NOTES|CARVE_ERR|SCRIPT|LETTER_HEI|PALEO_NOTE|id
PRTT1|1|2|f|f|good||t|verd|1|ind|broad|n/a|undecorated|"Nash-Williams/1950, 161, `Back. Latin inscription in one line reading vertically downwards''.

RCAHMW/1976, 37, `This inscription, in one line down the face originally''."|pocked|"Macalister/1945, 384, `pocked''.

RCAHMW/1976, 37, `picked''."|1|latin|"Westwood/1879, 39, `The inscription, differing as it does from the ordinary formula of Welsh stones, is therefore, I presume, to be interpreted, `Here lies Cantusus, whose father was Paulinus''; or may it not mean, `Here lies Cantusus, who was the father of Paulinus''?''

Rhys/1899, 146, `Compare [this inscription with] the Spittal Stone in Pembrokeshire : _Evali fili Dencui Cuniovende mater ejus_, `The monument of Eval : Cuniovende his mother (put it up).''''

Macalister/1928, 289, considers this inscription as evidence for the development of the use and pronunciation of the genitive.

Macalister/1945, 384, `The syntax of the inscription in which, as in modern Welsh, the genitive relationship is expressed by position only, is worthy of special notice.''

Nash-Williams/1950, 161, `The form of the filiation by direct reference to the father is unusual (cf. No. 402). The inscription shows that after Roman times the stone was reset upside down to mark the tomb of an early Christian, Cantusus, who was apparently buried at or near the road-side in the earlier Roman tradition (cf. No. 73).''

RCAHMW/1976, 37, `If _pater_ is to be equated with the second name rather than the first, in contrast to the usual formula with _filius_, this rendering is unique.''"|0|rcaps||"Westwood/1879, 38, `evidently of a somewhat more recent date than the Roman inscription, is the following, written in debased Roman capitals (except the h)...The crack of the stone across the latter word has damaged part of the inscription, but the stroke following the conjoined AV is extended below the line, and was evidently an L, doubtless followed by I, preceding the terminal NVS... 

`The irregularity in the size of the letters, varying from 2 1/2 to 4 1/4 inches in height, is their most noticeable peculiarity...''

Rhys/1899, 145--146: `on the back the following inscription reading downwards:

`hIC IACIT CANTVSVS PATER PAVLINVS 

`Two of the fractures cross this line of letters, one between the I and C of hIC, and the other along the I of Paulinus, and through the bottom stroke of the L which slants forward underneath the I; but instead of this LI, Westwood has only I or an imperfect L: the two letters should have been there. Among the peculiarities of the lettering may be mentioned that the top of the h, the first A, and the two first T''s, stand above all the other letters. The h is the only minuscule of the group, and the first A bulges in the middle like the first A of Carantorius on the Kenfig stone (p. 133). The V tends to have its second limb perpendicular, but the V following A is conjoint with it.''

Macalister/1945, 384, `The lettering is unusual, with fantastic curves: in the last word the letters AVL are ligatured.''

Nash-Williams/1950, 161, `Roman capitals, fairly deeply picked in good style, with half-uncial H. The A''s and T''s are elongated, the latter with short top bar. The R has the open bow and short tail. There is one ligature.''

RCAHMW/1976, 37, `The letters are picked out in Roman capitals with no separation of words; the H is the single half-uncial letter, some of the A-s and T-s are enlarged, the C-s have expanded terminals and the R a short tail; there is one ligature (AV).''"|PRTT1/1/2
RCROG|2|1|f|t|some|"Macalister/1945, 17:` The edge has been exposed to wear, from cattle or otherwise, before the stone was placed in the cave: the vowels are almost completely effaced. 

Gippert/Web, Ogham 13: `The present stone could not be identified when the cave was visited in 1978 and in 1996; most probably, this is due to the fact that the right-hand branch has filled up with mud''. "|f|n/a|1|n/a|arris|n/a|separated||inc.||1|goide||n|ogham|||RCROG/2/1
TOURP|12|1|f|t|poor||f|ind|1|inc|inc|inc|ind||inc|||ind||0|rbook|||TOURP/12/1
PRTT3|1|1|f|f|good||f|mix|5|ind|broad|mixed|undivided|"Richards/1925, 425--426, `It bears two inscriptions---one horizontal and the other vertical.''

Nash-Williams/1950, 161, `Latin inscription in five lines, three in the field to l. reading horizontally and two in the field to r. reading vertically''."|pocked|"Fox, reported in Richards/1925, 426, note 1, `pecked''.

Nash-Williams/1950, 163, `coarsely picked''."|1|mixed|"Nash-Williams/1950, 163, `XPI is derived from the early Greek abbreviation for the name of Christ (cf. No. 125). This is the earliest instance of the use of the formula Crux Christi, which characterizes a small but distinctive group of Glamorganshire cross-slabs (cf. Nos. 211, 261) and appears also on certain of the Glamorganshire crosses (Nos. 231, 233). The formula is Irish,[1] possibly with Merovingian or even earlier (? N. African) antecedents.[2]...

`[1] Cf. RSMI, pp. 81, 83, 84. It also occurs in the I. of Man (MC, pp. lIZ, 122).

`[2] Cf. IGG, ii, pl. 85 (No. 506); NR, pp. 3, 211 ; AMC, opp. p. 46; DACL, iii, s.v. `CROIX''.''"|0|rbook||"Richards/1925, 426--427, `Horizontally we have CRUX XPI, and vertically `Gelugui | n''. The lettering bears a striking remsemblence to that of the `Enniaun'' Cross at Margam, which is the only other stone in the district bearing the CHI RHO.  In the latter case, however, there is the sign of contraction over the `P''; this is missing in the `Geluguin'' stone.

`A photograph and rubbing of the stone were submitted to Dr. Macalister... [who states]

` ``The text presents some curious features.  The first thing that calls for notice is the combination of vertical and horizontal lines of writing.  This is very rare; the nearest parallel that I can recall is one of the Penmachno stones, but that belongs to a different class, as it is written in Roman capitals.  The second noteworthy thing is the solitary `N'' forming a second line all to itself in the _vertical_ part of the inscription.

` ``These two points suggest to me that the stone is of the nature of a palimpsest.  I take it that originally it bore nothing more than the cross and the words `CRUX XPI.''  At this stage the stone was identical in type with the slab at Llangyfelach, which also bears a cross and nothing more than the same words `CRUX XPI''; but the cross in the latter example is more ornate, and evidently later than the very simple and primitive Port Talbot example.  These crosses are to be considered rather as devotional than as commemorative...

` `By some accident, I take it, the Port Talbot stone was broken, after which it was re-appropriated for the purpose of commemorating the person named on the other inscription.  That is my explanation of the change in the direction of the lines; had
the two inscriptions been contemporary I feel sure that they would have been written in parallel lines.[1]  I am inclined to think that we have the whole of the second inscription, and that it was intended to read GELUGUIN.  Had the line of writing been much longer, we should have expected the superfluous ``n'''' to have been written, for the convenience of the reader, under the _last_ rather than under the first letter.  Moreover, the proportions of the surviving part of the cross suggest that there is not a very great length of the stem lost, and as the cross would most likely occupy as much as possible of the space available, I do not suppose that the slab was ever very large, or that there was room upon it for many more letters---not enough to make another word.  Impressions are, of course, very fallacious, but certainly I derive from the photograph an impression of an inscription that has just fitted into the space which the present size of the stone allows.''

Nash-Williams/1950, 163, `Round half-uncials, coarsely picked in good style. Some of the letters are lightly clubbed.''

RCAHMW/1976, 42, `rounded half-uncials''."|PRTT3/1/1
PRTT4|1|1|f|t|poor||f|verd|3|ind|broad|mixed|undivided|"Macalister/1949, 151: `The inscription was in three lines of lettering, one on the sinister side of the cross-stem, the other two on the dexter, reading downward.''

Nash-Williams/1950, 163: `In the field on either side of the stem is a Latin inscription (fragmentary) in three lines (one to r. and two to l.) reading vertically downwards''.

RCAHMW/1976, 43: `Part of a Latin inscription on both sides of the shaft reads down the face''."|inc|||latin||n|rbook||"Hughes/1926, 193: `The lettering is in minuscules, of a late type... The vertical strokes of the letters have bifurcated expanded ends.  On the right side three letters remain--- f e c (fecit?).  The upper arm of the f starts slightly below the bifurcated head, inclining considerably upwards and trailing off into a downward curve.  On the left side of the shaft is part of an inscription in two lines.  In the upper only one letter remains.  It appears to be a t, but the horizontal stroke is doubtful; it might be c.  The first letter in the second line is a distinct u.  It is followed by a portion of a letter---a horizontal stroke above a curved back---the shape of a t.''

Macalister/1949, 151: `Only the beginning of each line is preserved... Nothing can be made of this: having regard to its position, the initial _fec_ can hardly be restored as _fecit_.''

Nash-Williams/1950, 163: `Round half-uncials, with forked serifs.''

RCAHMW/1976, 43: `cut in rounded half-uncials''."|PRTT4/1/1
PRTYV|1|1|f|f|good|Kermode/1907, 122, `The first word presents no difficulty. The second has the first and last two letters particularly clear...the others worn and interfered with by weathering and cracks along the edge of the stone'.|f|horz|3|inc|narrow|n/a|separated|Kermode/1907, 122, `The inscription on the right edge, at a point fourteen inches from the top'.|cut|Macalister/1949, 190, `cut in small letters'.|1|latin||0|rbook|22|"Kermode/1907, 122, `they consist of the usual Irish or British minuscules of the seventh to ninth centuries''.

Cubbon/1982, 262, `Hiberno-British minuscule characters''.

The inscription is in Insular half-uncial. The two R''s in the text have extended flourishes to the right, one angular the other curved."|PRTYV/1/1
PUNCH|1|1|f|f|n/a|CISP: Lhwyd's drawing is remarkably clear suggesting the text, when extant, was highly legible.|f|verd|2|ind|ind|n/a|undecorated|Nash-Williams/1950, 205, `Latin inscription in two lines reading vertically downwards'.|inc||1|latin||0|rcaps||Nash-Williams/1950, 205, `Roman capitals, apparently with half-uncial E and two ligatures of LI.'|PUNCH/1/1
PYFAI|1|1|f|t|poor|RCAHMW/1976, 55, `faint traces of letters indicate a former pecked inscription in four lines which was presumably deliberately effaced at an early date'.|f|horz|4|n/a|broad|below cross|panel|In a rectangular panel below the cross (RCAHMW/1976, 55).|pocked||0|ind||0|ind|-1||PYFAI/1/1
RACOB|1|1|f|f|good|Macalister/1945, 70, `inscription in good condition, except that the H-half of the G has been flaked away'.|f|vup|1|n/a|arris|n/a|undecorated||inc|Macalister/1945, 70: `chiselled'. |1|goide||0|ogham|||RACOB/1/1
RAMSY|1|1|f|t|some|Okasha/1970, 68, `It is uncertain whether or not letters are lost from the beginning and the end of the text; no traces of such letters now survive.  There are various accidental marks on the stone.  The first three letters are rather worn, but the remainder are clearly legible.'|f|horz|1|n/a|both|below cross|undivided|Taking the possible `sundial' as the top of the stone, the text is written at the bottom.|inc||1|name|See name notes.|0|rcaps|32|Okasha/1970, 68--69, `The remaining text consists of incised letters c. 3.2 cm high by c. 0.6 cm wide...The text is in a capital script employing insular, and angular, B and two forms of V. Serifing, either full, half or split, is consistently employed.  The particular form of S is unparalleled on Welsh inscriptions.  However it appears on the fragmentary stone cross-head from Carlisle, and the decorative capitals of some Anglo-Saxon manuscripts, notably the St. Chad Gospels.  The script is not typical of Welsh inscriptions, the majority of which employ half uncials.  However inscriptions, dating from the fifth to the seventh centuries and from the eleventh to the thirteenth centuries, do use capitals, though none of those illustrated by Nash-Williams has such regular and ornamental forms as appear on this stone.  A Celtic parallel does occur in the ninth-century stone from Lethnot, Angus [CIIC 509]. However, the script of the present stone is much more similar to that of early Anglo-Saxon inscriptions and manuscripts'.|RAMSY/1/1
RANTA|1|1|f|f|good||f|verd|1|inc|arris|n/a|undecorated|Macalister/1945, 300, `The scores...read (down).'|rubbed|Macalister/1945, 300, `The scores are small and neat, rubbed on the stone'.|1|name||0|ogham||Macalister/1945, 300, `The scores are small and neat, rubbed on the stone...A second R, added tentatively by Ferguson, does not exist : was was never any more than those six letters on the stone, unless something has been lost by the fracture on the top...if there had been any scores upon it [the flake missing from the back] we might have expected to find their distal ends along thre fractured edge, though this is not conclusive.'|RANTA/1/1
RATHD|1|1|f|t|some|Macalister/1949, 86; `The trimming of the stone has injured the topmost letters of the inscription, which runs downward on the sinister side of the cross. The reading is, however, certain...'. |f|verd|1|n/a|both|beside cross|separated||incised|Macalister/1949, 86: `...neatly cut on the broad face, in fine lines'. |1|goide||y|rbook||Macalister/1949, 86: `The T in the name was originally cut as a C and was afterwards clumsily corrected'. |RATHD/1/1
