SITE|STONE|INSCRIPTIO|READING|BY_WHOM|WHEN|TEXT|LING_NOTES|id
LGIAN|1|1|3|Nash-Williams, V.E.|1950|"MEL/IMEDICI | FILIMARTINI | I[A]CIT"||LGIAN/1/1-3
LGIAN|1|1|4|RCAHMW|1964|"MEL/IMEDICI | FILIM/ARTINI | IACIT"||LGIAN/1/1-4
LGLEB|1|1|1|Macalister, R. A. S.|1949|"OR | ARAN[.] | AINCA[--"||LGLEB/1/1-1
LGORS|1|1|1|Macalister, R.A.S.|1922|"HICIACET[S]IWERDFILIVS | VVLMER"||LGORS/1/1-1
LGORS|1|1|2|Nash-Williams, V.E.|1950|"HICIACET[S]I[U]LERD[F]ILIVS | VVLMER"||LGORS/1/1-2
LGORS|2|1|1|Westwood, J.O.|1876|+ GURCI+BLEDR[U]S||LGORS/2/1-1
LGORS|2|1|2|Macalister, R.A.S.|1922|+ GURCI BLEDRUS||LGORS/2/1-2
LGORS|2|1|3|Nash-Williams, V.E.|1950|+ GURCI BLEDRUS||LGORS/2/1-3
LGWYR|1|1|1|Nash-Williams, V.E.|1950|"DOMNICI | IACITF/ILIVS | BRA/VECCI"||LGWYR/1/1-1
LGYFL|1|1|1|Nash-Williams, V.E.|1950|C:RUX:XP~I||LGYFL/1/1-1
LGYFL|1|1|2|RCAHMW|1973|CRUX:X~P~I~||LGYFL/1/1-2
LGYFL|1|1|3|Macalister, R.A.S.|1949|CRUX:X~P~I~||LGYFL/1/1-3
LHADN|1|1|1|Macalister, R.A.S.|1945|"LVR/{A}TECUS ||| FECI{T}CR ||| VCEM+ {P} ||| ANIMA SVA"||LHADN/1/1-1
LHADN|1|1|2|Okasha, E.|1984|"[LV...E--] ||| [--CR] ||| VCEM [+] ||| [--]"||LHADN/1/1-2
LHADN|1|1|3|Langdon & Allen|1895|"[--] ||| CR ||| VCEM[--] ||| [--]"||LHADN/1/1-3
LHADN|2|1|1|Okasha, E.|1993|EMIANCINOINOMINE+||LHADN/2/1-1
LHAML|1|1|1|Westwood, J.O.|1852|"IOHANNIS || [LHAML/1/2]"||LHAML/1/1-1
LHAML|1|1|2|Macalister, R.A.S.|1922|--]IOHANNIS||LHAML/1/1-2
LHAML|1|1|3|Nash-Williams, V.E.|1950|--I]OHANNIS||LHAML/1/1-3
LHAML|1|2|1|Westwood, J.O.|1852|"[LHAML/1/1] || MORIDICSUREXIT | HUNCLAPIDEM"||LHAML/1/2-1
LHAML|1|2|2|Macalister, R.A.S.|1922|"MORIDICSUREXIT | HUNCLAPIDEM"||LHAML/1/2-2
LHAML|1|2|3|Nash-Williams, V.E.|1950|"MORIDICSUREXIT | HUNCLAPIDEM"||LHAML/1/2-3
LHANE|1|1|1|O Donnabháin, B.|1981|COLMANMACICOMGANN||LHANE/1/1-1
LHANE|2|1|1|O Donnabháin, B.|1981|CROCCANMAQIDOMONIGART||LHANE/2/1-1
LHERN|1|1|1|Macalister, R.A.S.|1949|"+BSE | IDE/TI | M{A} | H"||LHERN/1/1-1
LHERN|1|1|2|Okasha, E.|1984|"+BRE | ID[B^E^R^E/T][I] | M{A} | H"||LHERN/1/1-2
LHERN|1|2|1|Macalister, R.A.S.|1949|"RV~ | HOL"||LHERN/1/2-1
LHERN|1|2|2|Okasha, E.|1984|"RV~ | HOL"||LHERN/1/2-2
LILTE|1|1|1|RCAHMW|1976|"VENDVMAGL{I} | HICIACIT"||LILTE/1/1-1
LILTE|1|1|2|Nash-Williams, V. E.|1950|"VENDVMAGL{I} | HICIACIT"||LILTE/1/1-2
LILTE|1|1|3|Westwood, J. O.|1871|"VENDVMAGL{I} | HICIACIT"||LILTE/1/1-3
LILTE|1|1|4|Macalister, R.A.S.|1949|"VENDVMAGL{I} | HICIACIT"||LILTE/1/1-4
LISMR|1|1|1|Macalister|1949|"BENDA | CHTFOR | ANMAIN | COLGEN"||LISMR/1/1-1
LISMR|1|1|2|Petrie|1878|"BENDA | CHTFOR | ANMAIN | COLGEN"||LISMR/1/1-2
LISMR|2|1|1|Macalister|1949|"SUIBNE:M~ | CONHUIDIR"||LISMR/2/1-1
LISMR|3|1|1|Macalister|1949|"BEND || ACHT | FOR || AN~ | MARTAN"||LISMR/3/1-1
LISMR|4|1|1|Macalister|1949|"OR~DO || DONN ||| CHAD"||LISMR/4/1-1
LISMR|5|1|1|Macalister|1949|"[O]~R~DO:COR | MAC: | [.~.~R]"||LISMR/5/1-1
LISMR|6|1|1|Macalister|1949|"+INM/ES{A}MD | OMINIIERUSAL | EM DETARMAE/T | CORONAS AURH +"||LISMR/6/1-1
LIVET|1|1|1|Macalister, R.A.S.|1945|ANNICVF/IL[--||LIVET/1/1-1
LIVET|1|1|2|Okasha, E.|1985|ANNICV[F/IL--||LIVET/1/1-2
LIVET|1|1|3|Thomas, C.|1994|ANNICVF/IL[--||LIVET/1/1-3
LLLEO|1|1|1|Macalister, R.A.S.|1949|"[ITUMULOLAPIDIS]IOR | UERTRUALLAUNQ | SEPULCRIS+IUDICII | ADUENTUMSPECTAT | IPACETREMDUM"||LLLEO/1/1-1
LLLEO|1|1|2|Nash-Williams, V. E.|1950|"[I~S]IN[D]ONEMUTIIOR | UERTRUALLAUNQ | SEPULCRIS+IUDICII | ADU[E]NTUMSPECTA~T | I~PACETREM~DUM"||LLLEO/1/1-2
LLLWY|1|1|1|Stepney-Gulston, A.|1908|"HEUTR | EN"||LLLWY/1/1-1
LLLYR|1|1|1|Macalister, R.A.S.|1949|"TESQUITUSDITOC | MADOMNUACO | UONFILIUSASA | ITGENDEDIT"||LLLYR/1/1-1
LLLYR|1|1|2|Nash-Williams, V.E.|1950|"TESQUITUSDITOC | MADOMNUACO | CCONFILIUSASA | ITGENDEDIT"||LLLYR/1/1-2
LLLYR|1|1|3|Rhys, J.|1873|"TEMUICUCOITOC | ACIONINUATO | CASFILIUSASA | ITTMEITCII[--"||LLLYR/1/1-3
LLLYR|1|1|4|Rhys, J.|1894|"TESQUITUSDITOC | MADOMNUACO | CCONFILIUSASA | ITGENDEDIT"||LLLYR/1/1-4
LLNDG|1|1|1|Macalister, R.A.S.|1945|"IN[.]A/ENVI | TARR[...]RI[.] | [ICIACIT]"||LLNDG/1/1-1
LLNDG|1|1|2|Nash-Williams, V.E.|1950|"IN[.]ENVI | IARRI[-- | --..CIA[...]"||LLNDG/1/1-2
LLNDG|1|1|3|Lhwyd, E.|1694|"IN EAV V--I | I[..]APP {***}"||LLNDG/1/1-3
LLNDG|2|1|1|Drinkwater, C. H.|1893|E9VE{*}TRINOMINE||LLNDG/2/1-1
LLNDG|2|1|2|Macalister, R.A.S.|1945|EQVESTRINOMINE||LLNDG/2/1-2
LLNDG|2|1|3|Nash-Williams, V.E.|1950|EQVESTRINOMINE||LLNDG/2/1-3
LLNFR|1|1|1|Vaughan,R.|1650|CA/VOSENIARSII||LLNFR/1/1-1
LLNFR|1|1|2|Macalister, R.A.S.|1945|--]CA/VOSENIARGII||LLNFR/1/1-2
LLNFR|1|1|3|Nash-Williams, V.E.|1950|CA/VOSENIARGII||LLNFR/1/1-3
LLNFR|1|1|4|Rhys, J.|1873|CA/VOSENIARGLI||LLNFR/1/1-4
LLNR1|1|1|1|Westwood, J.O.|1876|DERVORIHICIACIT||LLNR1/1/1-1
LLNR1|1|1|2|Huebner, E.|1876|DERVONHICIACET||LLNR1/1/1-2
LLNR1|1|1|3|Macalister, R.A.S.|1945|DERVORIHICIACIT||LLNR1/1/1-3
LLNR1|1|1|4|Nash-Williams, V.E.|1950|DERVORIHICIACIT||LLNR1/1/1-4
LLNR2|1|1|1|Rhys and Robinson|1877|"FIGVLINIFILI | LOCV[--]TI | HICIACIT"||LLNR2/1/1-1
LLNR2|1|1|2|Westwood, J. O.|1879|"FIGVLINIFILI | LOCV[--]EI | HICIACIT"||LLNR2/1/1-2
LLNR2|1|1|3|Macalister, R.A.S.|1945|"FIGVLINIFILI | LOCVLITI | HICIACIT"||LLNR2/1/1-3
LLNR2|1|1|4|Nash-Williams, V.E.|1950|"FIGVLINIFILI | LOCVLITI | HICIACIT"||LLNR2/1/1-4
LLNR2|1|1|5|Rhys, J.|1905|"FIGVLINIFILI | LOCVLITI | HICIACIT"||LLNR2/1/1-5
LLNR3|1|1|1|Westwood, J.O.|1847|VIN[--]||LLNR3/1/1-1
LLNR3|1|1|2|Huebner, E.|1876|VEND[--]||LLNR3/1/1-2
LLNR3|1|1|3|Breese, C. E.|1925|VENDESETLI||LLNR3/1/1-3
LLNR3|1|1|4|Nash-Williams, V.E.|1938|VENDESETLI||LLNR3/1/1-4
LLNR3|1|1|5|Macalister, R.A.S.|1945|VENDESETLI||LLNR3/1/1-5
LLNR3|2|1|1|Jones Parry, T. L. D|1847|"ICVENRHIFIDI | ETERNI[--] HICIACIT"||LLNR3/2/1-1
LLNR3|2|1|2|Westwood, J.O.|1847|"ICAENALIFILI |
ETERNOHICIACIT"||LLNR3/2/1-2
LLNR3|2|1|3|Huebner, E.|1876|"ICVENALIFILI | ETERN[I]HICIACIT"||LLNR3/2/1-3
LLNR3|2|1|4|Rhys, J.|1876|"IOVENALIFILI | ETERNIHICIACIT"||LLNR3/2/1-4
LLNR3|2|1|5|Nash-Williams, V.E.|1938|"IOVENALIFILI | ETERNIHICIACIT"||LLNR3/2/1-5
LLNR3|2|1|6|Macalister, R.A.S.|1945|"IOVENALIFILI | ETERNI HICIACIT"||LLNR3/2/1-6
LLNR3|2|1|7|Macalister, R.A.S.|1945|"IOVENALIFILI | ETERNI HICIACET"||LLNR3/2/1-7
LMADC|1|1|1|RCAHMW|1976|"--]VECTIF/IL/IVS | --]GV/ANIHICIACIT"||LMADC/1/1-1
LMADC|1|1|2|Nash-Williams, V.E.|1950|"--]VECTIF/IL/IVS | --]GV/ANIHICIACIT"||LMADC/1/1-2
LMADC|1|1|3|Macalister, R.A.S.|1945|"--]GVECTIF/IL/IVS | GV/ANIHICIACIT"||LMADC/1/1-3
LMADC|1|1|4|Westwood, J.O.|1879|"VECTIF/IL/IVS | GV/ANHICIACIT"||LMADC/1/1-4
LMADC|1|1|5|Rhys, J.|1895|".]VECTIF/IL/IVS | GV/ANIHICIACIT"||LMADC/1/1-5
LMNGH|1|1|1|Macalister, R.A.S.|1945|OTTINNMAQIVEC[R--||LMNGH/1/1-1
LNFYL|1|1|1|Macalister, R.A.S.|1945|"HIC[..] | TVM[.]LOIA | CIT:R[.]STE | CE:FILIA:PA | TERNINI | ANIXIII:IN | PA[C]"||LNFYL/1/1-1
LNFYL|1|1|2|Nash-Williams|1950|"HIC[..] | TVM[.]LOIA | CIT:R[.]STE | ECE:FILIA:PA | TERNINI: | ANIXIII:IN | PA"||LNFYL/1/1-2
LNFYL|1|1|3|Westwood|1876|"HIC[..] | TVM[.]LOIA | CITR[.]STA/E | CEFILIAPA | TERNINI | ANIXIIII:N | PA[..]"||LNFYL/1/1-3
LNFYL|1|1|4|Rhys|1902|"HIC[..] | TVM[.]LOIA | CITR[.]STA/E | CEFILIAPA | TERNINI | ANIXIIII:N | PA"||LNFYL/1/1-4
LNGAN|1|1|1|Macalister, R.A.S.|1945|CANV||LNGAN/1/1-1
LNGAN|1|1|2|Nash-Williams, V.E.|1950|CANV||LNGAN/1/1-2
LNRDN|1|1|1|RCAHMW|1973|MA[G--]B[--]||LNRDN/1/1-1
LOHED|1|1|1|Forsyth, K.,|1996|"-]BD[-]E[F][- | [HIK]L[M][N]"||LOHED/1/1-1
LOHED|1|2|1|Forsyth, K.,|1996|--][H!]MUD[-]ALI[D!][--||LOHED/1/2-1
LOHED|1|2|2|Forsyth, K.,|1996|--][I!]ID[-]LUM[][B!]||LOHED/1/2-2
LONAW|1|1|1|Forsyth, K.,|1996|n/a||LONAW/1/1-1
LOUGH|1|1|1|Macalister, R.A.S.|1928|[G^L][.]AVICA||LOUGH/1/1-1
LOUGH|1|1|2|RCAHMW|1976|--]L[--][V^L]ICA||LOUGH/1/1-2
LOUGH|1|1|3|Nash-Williams, V.E.|1950|[--L--]LICA||LOUGH/1/1-3
LOUGH|1|1|4|Rhys, J.|1895|L[--][!A]LICA||LOUGH/1/1-4
LOUGH|1|1|5|Rhys, J.|1873|[LE]VIC||LOUGH/1/1-5
LOUGH|1|1|6|Brash, R.R.|1873|[--]IC||LOUGH/1/1-6
LOUGH|1|1|7|Longueville Jones, H|1869|[L--]ASIC||LOUGH/1/1-7
LPHIN|1|1|1|Forsyth, K.,|1996|Q[F]TQU||LPHIN/1/1-1
LSADW|1|1|1|Macalister, R.A.S.,|1945|"HICBEATVS [-- | --] SATVRNINVSSE[-- | --] AC/IT:ETSV/AS[A][--  |--]CONIVX:PA[--"||LSADW/1/1-1
LSADW|1|1|2|Nash-Williams, V.E.,|1950|"HICBEA[TV]S [-- | SATVNINVSSE[-- | [I]ACIT: ETSV/ASA[--CONIVX:PA[--"||LSADW/1/1-2
LSADW|1|1|3|Radford, C.R.,|1937|"HICBEAT[-- | SATVRNINVSSE[-- | IACIT:ETSVASA[--| CONIVX:PA[--"||LSADW/1/1-3
LSADW|1|1|4|Huebner, E.,|1876|"HICBEATU[-] | SATURNINUSSE[-- | [-]ACIT:ETSU/ASA | CONIUX:PA[--"||LSADW/1/1-4
LSADY|1|1|1|Anon|1920|"TOTAVAL{I} | FILIUS DOTHO | RANTI"||LSADY/1/1-1
LTING|1|1|1|Forsyth, K.,|1996|{}TT{}C[U!]H{}TTS:{}H{}HHTT{}NNN:HCCVVEVV:NEHHTON[S!]||LTING/1/1-1
LTRIS|1|1|1|Nash-Williams, V.E.,|1950|"[C]O[N]BARRVS | CO[N]BURRI |-] ICIACIT"||LTRIS/1/1-1
LTRIS|1|1|2|Slater, W.J.,|1728|"OBARRUS | CONBURRI | ICIACIT"||LTRIS/1/1-2
LTWIT|1|1|1|Nash-Williams, V.E.|1950|"NINOMINEDI~PATRISE/TF | --]PERETUSSANTDIANC | --]UCEMHOUELTPROPE | --]BITPROANIMARESP[--  | --]ESEUS"||LTWIT/1/1-1
LTWIT|1|1|2|RCAHMW|1976|"--]NINOMINEDIPATRISE/TS | PERETUSSANTDIANC | --]RUCEMHOUELTPROPE[-- | ABITPROANIMARESPA[-- | RESEUS"||LTWIT/1/1-2
LTWIT|1|1|3|Westwood, J.O.|1879|"--]NINOMINEDI~PATRISE/T | --]PERETUSSANTDIANC | --]UCEMHOUELTPROPE | --]BITPROANIMARESPA | --]ES EUS"||LTWIT/1/1-3
LTWIT|1|1|4|Macalister, R.A.S.|1949|"NINOMINEDIPATRISE/TS | PERETUSSANTDIANC | --]UCEMHOUELTPROPE | --]BITPROANIMARESPA | --]ESEUS"||LTWIT/1/1-4
LTWIT|1|1|5|Romilly Allen, J.|1889|"NINOMINEDI~PATRISE/T | SPERETUSSANTDIANC | CRUCEMHOUELTPROPER |
ABITPROAMIMARESPAT | RESEUS"||LTWIT/1/1-5
LTWIT|1|1|6|Morganwg, I.|1798|"NINOMINEDIPATRISET | PERETURSANTDIANC | [C]RUCEMHOUELAPROPE | ABITPROANIMARESP[-- | [R]ESEUS[--]"||LTWIT/1/1-6
LTWIT|1|1|7|Rhys, J.|1899|"NINOMINEDI~PATRISE/TF | --]PERETUSSANTDIANC | --]UCEMHOUELTPROPE | --]BITPROANIMARESPA | --]ESEUS"||LTWIT/1/1-7
LTWIT|2|1|1|Nash-Williams, V.E.|1950|"+SAM | SON | POSUIT | HANCC[.] | UCEM+ || PROA | NMIAEI | US+"||LTWIT/2/1-1
LTWIT|2|1|2|RCAHMW|1976|"+SAM | SON | POSUIT | HANCC[.] | UCEM+ || [--] | PROA | NIMAEI | US+"||LTWIT/2/1-2
LTWIT|2|1|3|Macalister, R.A.S.|1949|"+SAM | SON | POSUIT | HANCCR | UCEM+ || PROA | NMIAEI | US+"||LTWIT/2/1-3
LTWIT|2|1|4|Westwood, J.O.|1879|"+SAM | SON | POSUIT | HANCC[.] | UCEM+ || PROA | NMIAEI | US+"||LTWIT/2/1-4
LTWIT|2|1|5|Romilly Allen, J.|1889|"+SAM | SON | POSUIT | HANCCR | UCEM+ || PROA | NMIAEI | US+"||LTWIT/2/1-5
LTWIT|2|1|6|Morganwg, I.|1798|"+SAM | SON | POSUIT | HANCCR | UCEM || PROA | NMIAEI | US+"||LTWIT/2/1-6
LTWIT|2|1|7|Rhys, J.|1899|"+SAM | SON | POSUIT | HANCC[.] | UCEM+ || PROA | NMIAEI | US+"||LTWIT/2/1-7
LTWIT|2|2|1|Nash-Williams, V.E.|1950|"ILT[.] | [..] || SAM | SONI || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-1
LTWIT|2|2|2|RCAHMW|1976|"+ILT[U] | [..] || SAM | SON || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-2
LTWIT|2|2|3|Macalsiter, R.A.S.|1949|"+ILT[U] | [..] || SAM | SON || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-3
LTWIT|2|2|4|Westwood, J.O.|1879|"+ILT[ET] || SAM | SON || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-4
LTWIT|2|2|5|Romilly Allen, J.|1889|"+ILTET || SAM | SONI || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-5
LTWIT|2|2|6|Morganwg, I.|1798|"+ILTU | TI || SAM | SON || RE | DIS || SAM | UEL || EGI | SAR"||LTWIT/2/2-6
LTWIT|2|2|7|Rhys, J.|1899|"ILT[U] | [..] || SAM | SON || RE | GIS || SAM | UEL | + || EBI | SAR | +"||LTWIT/2/2-7
LTWIT|3|1|1|Nash-Williams, V.E.|1950|"INNOM | INEDI~SU |  MMIINCI | PIT:CRU | X:SAL | UATO | RIS:QUA | EPREPA | RAUIT | SAMSO | NI:APA | TIPRO | ANIMA | SUA:[.]P | ROANI | MAIU | THAHE | LOREX: | E/TART | MALI:E/T | TEC[..] | N | +"||LTWIT/3/1-1
LTWIT|3|1|2|RCAHMW|1976|"INNOM | INEDISU |  MMIINCI | PIT:CRU | X:SAL | UATO | RIS:QUA | EPREPA | RAUIT | SAMSO | NISAPA | TIPRO | ANIMA | SUA:E/TP | ROANI | MAIU | THAHE | LORE/X: | E/TART | MALI:[E/T] | TEC[.] | N | +"||LTWIT/3/1-2
LTWIT|3|1|3|Westwood, J.O.|1879|"INNOM | INEDI~SU |  MMIINCI | PITCRU | XSAL | UATO | RISQUA | EPREPA | RAUIT | SAMSO | NIAPA | TIPRO | ANIMA | SUAE/TP | ROANI | MAIU | THAHE | LOREX: | E/TART | MALI | TEC[AI] | N | +"||LTWIT/3/1-3
LTWIT|3|1|4|Macalister, R.A.S.|1949|"INNOM | INEDI~SU |  MMI:INCI | PITCRU | X:SAL | UATO | RISQUA | EPREPA | RAUIT | SAMSO | NI:APA | TIPRO | ANIMA | SUAE/TP | ROANI | MAIU | THAHE | LOREX: | E/TART | MALIE/T | TEC[G] | +"||LTWIT/3/1-4
LTWIT|3|1|5|Romilly Allen,  J.|1889|"INNOM | INEDISU |  MMIINCI | PITCRU | X:SAL | VATO | RISQUA | EPREPA | RAUIT | SAMSO | NIAPA | TIPRO | ANIMA | SUAE/TP | ROANI | MAIU | THAHE | LOREX: | E/TART | MALI | TEC | +"||LTWIT/3/1-5
LTWIT|3|1|6|Morganwg, I.|1798|"INNOM | INEDISU |  MMIINCI | PITCRU | XSAL | VATO | RISQUA | EPREPA | RAVIT | SAMSO | NIAPA | TIPRO | ANIMA | SUAE/TP | ROANI | MAIU | THAHE | LOREX | E/TART | MALI | TEGA | + M"||LTWIT/3/1-6
LUGUL|1|1|1|Macalister, R.A.S.|1902|GOSSUCTTIAS||LUGUL/1/1-1
LUGUL|1|1|2|McManus, D.|1991|GOSSUCTTIAS||LUGUL/1/1-2
LUGUL|1|1|3|Cuppage, J.|1986|GOSSUCTTIAS||LUGUL/1/1-3
LUGUL|2|1|1|Macalister, R.A.S.|1945|GAMICUNAS||LUGUL/2/1-1
LUGUL|2|1|2|McManus, D.|1991|GAMICUNAS||LUGUL/2/1-2
LUGUL|2|1|3|Cuppage, J.|1986|GAMICUNAS||LUGUL/2/1-3
LUNDY|1|1|1|Okasha, E.|1986|"--.]GERN{I} | --.T]I[.]ERN{I}"||LUNDY/1/1-1
LUNDY|1|1|2|Thomas, C.|1969|"--]IGERN{I} | --]ITIGERN{I}"||LUNDY/1/1-2
LUNDY|2|1|1|Okasha, E.|1986|[PO]TIT||LUNDY/2/1-1
LUNDY|2|1|2|Thomas, C.|1969|POTIT[{I}]||LUNDY/2/1-2
LUNDY|3|1|1|Okasha, E.|1986|"RESG | EVT[A]"||LUNDY/3/1-1
LUNDY|3|1|2|Thomas, C.|1994|"REST | EVTA[/E]"||LUNDY/3/1-2
LUNDY|3|1|3|Thomas, C.|1969|"REST | EUTA"||LUNDY/3/1-3
LUNDY|4|1|1|Okasha, E.|1986|TIMI||LUNDY/4/1-1
LUNDY|4|1|2|Thomas, C.|1969|"O | P | TIMI"||LUNDY/4/1-2
LUSTL|1|1|1|Macalister, R.A.S.|1945|"D{A}TUIDOC{I} | CONHINOC{I}[F/IL/IVS]"||LUSTL/1/1-1
LUSTL|1|1|2|Okasha, E.|1985|"DATUIDOC[-- | CONHINO[.--"||LUSTL/1/1-2
LUSTL|1|1|3|Thomas, C.|1994|"D{A}TVIDOC{I} | CONHINOC{I}[FILI]"||LUSTL/1/1-3
LUWCH|1|1|1|Vaughan, R.|1650|HECIACETSALVIANVSBVRGOCAVIFILIVSCVPETIAN||LUWCH/1/1-1
LUWCH|1|1|2|Rhys,J.|1877|HICIACETSALVIANVSBURG[OCAVI]FILIVSCVPITIANI||LUWCH/1/1-2
LUWCH|1|1|3|Nash-Williams, V.E.|1950|HECIACETSALVIANVSBVR[S^G]OCAVIFILIVSCVPETIAN[I]||LUWCH/1/1-3
LVEYN|1|1|1|Romilly Allen, J.,|1902|"{**~*} {*} | IH~R"||LVEYN/1/1-1
LVEYN|1|1|2|Macalister, R.A.S.|1949|"{**~*} {*} | IH~R"||LVEYN/1/1-2
LVEYN|1|2|1|Romilly Allen, J.|1902|"H{A}ERDUR FECIT | CRUCEM | ISTAM"||LVEYN/1/2-1
LVEYN|1|2|2|Macalister, R.A.S.,|1949|"H{A}ERDUR[..]FECIT | CRUCEM | IST{A}M"||LVEYN/1/2-2
LVEYN|2|1|1|Macalister, R.A.S.,|1945|"[--] | [--]"||LVEYN/2/1-1
LWNCC|1|1|1|Thomas, C.|1994|[--]||LWNCC/1/1-1
LWNCK|1|1|1|Langdon, A.|1892|"INCEN | VI | MEM | ORIA"||LWNCK/1/1-1
LWNCK|1|1|2|Macalister, R.A.S.|1945|"INGEN | VI | MEM | ORIA"||LWNCK/1/1-2
LWNCK|1|1|3|Okasha, E.|1986|"[I]N[.EN] | [.]VI[--] | [MEM] | [O..A]"||LWNCK/1/1-3
LWNCK|1|1|4|Thomas, C.|1994|"INGEN | VI | MEM | ORIA"||LWNCK/1/1-4
LWNCK|1|2|1|Langdon, A.|1892|IGENAVIMEMOR||LWNCK/1/2-1
LWNCK|1|2|2|Macalister, R.A.S.|1945|IGENAVIMEMOR||LWNCK/1/2-2
LWNCK|1|2|3|Okasha, E.|1986|[--]||LWNCK/1/2-3
LWNCK|1|2|4|Thomas, C.|1994|IGENAVIMEMOR||LWNCK/1/2-4
LWNCK|2|1|1|Langdon & Allen|1895|--.]IA CITVLCAGNI||LWNCK/2/1-1
LWNCK|2|1|2|Macalister, R.A.S.|1945|--]CIA CITVLCAGNI||LWNCK/2/1-2
LWNCK|2|1|3|Okasha, E.|1986|--C]IA CI/TVLC[A]GNI||LWNCK/2/1-3
LWNCK|2|2|1|Macalister, R.A.S.|1945|U{D}{S}AG{C}I||LWNCK/2/2-1
LWNCK|2|2|2|Okasha, E.|1986|U[L]CAG[.I]||LWNCK/2/2-2
LWNCK|2|2|3|Thomas, C.|1994|U{D}{S}AG{C}I||LWNCK/2/2-3
LWNCK|2|3|1|Macalister, R.A.S.|1945|ULCAGNI||LWNCK/2/3-1
LWNCK|2|3|2|Okasha, E.|1986|[.L]CAG[.]I||LWNCK/2/3-2
LWNCK|2|3|3|Thomas, C.|1994|ULCAGNI||LWNCK/2/3-3
LWNIO|1|1|1|Francis, G.G.|1867|"BIAD{I} | ACIBO6IBE | VE"||LWNIO/1/1-1
LWNIO|1|1|2|Rhys, J.|1877|"BLAD{I} | FILIBODIBE | VE"||LWNIO/1/1-2
LWNIO|1|1|3|Westwood, J.O.|1879|"BIVAD{I} | FILIBODIBE | VE"||LWNIO/1/1-3
LWNIO|1|1|4|Macalister, R.A.S.|1945|"BIVAD{I} | AVIBODIBE | VE"||LWNIO/1/1-4
LWNIO|1|2|1|Francis, G.G.|1867|"AVVIBOCIBA ||| UTTEH"||LWNIO/1/2-1
LWNIO|1|2|2|Rhys, J.|1877|"AVVIBODDIB[--] ||| BEVV[--"||LWNIO/1/2-2
LWNIO|1|2|3|Macalister, R.A.S.|1945|"AVVIBODDI[BA] ||| BEVVE"||LWNIO/1/2-3
LWNIO|1|2|4|Nash-Williams, V.E.|1950|"BIVVA[--]||| AVVI BODDIB[--"||LWNIO/1/2-4
LWNIO|1|2|5|McManus, D.|1991|"BIVV[U--] ||| AVVI BODDIB[--"||LWNIO/1/2-5
LWNNW|1|1|1|Macalister, R.A.S.|1945|"[...] || {XP~S} || Q/ICUNQ: | EXPLI | CAU~IT | H~NO~ | DETB | ENE | DIXIONE | MPROANI | MAHIROID | IL FILIUS | CARO | TINN"||LWNNW/1/1-1
LWNNW|1|1|2|Nash-Williams, V.E.|1950|"[IHS] || {XPS} || Q/ICUNQ | EXPLI | CAU~IT | HNO~ | DE/TB | ENE | DIXIONE | MPROANI | MAHIROID | IL FILIUS | CARO | TINN"||LWNNW/1/1-2
LWNNW|1|1|3|Westwood, J.O.|1876|"{XPS} || Q/ICUNQ; | EXPLI | CAV~IT | H~NO~ | DE/TB | ENE | DIXIONE | MPROANI | MAHIROID | IL FILIUS | CARO | TINN"||LWNNW/1/1-3
LYCHR|1|1|1|Nash-Williams, V.E.|1950|"MACVDEC[C]ETI | FILIVS EO[.]OCAN"||LYCHR/1/1-1
LYCHR|1|1|2|Macalister, R.A.S.|1945|"MACVDECETI | FILIVS EONOCAN"||LYCHR/1/1-2
LYMWD|1|1|1|Macalister, R.A.S.|1945|"FILIAESALVIAN{I} | HICIACITVERIM/ATE | VXSORTEGERNACI | ETFILIEEIVSONERAT{I} | [.....]CIT | RIGOHEN/E | [--] | [--"||LYMWD/1/1-1
LYMWD|1|1|2|Nash-Williams, V.E.|1950|"FILIAESALVIA[N]{I} | HICIACITVE[--]M/AIE | UXSORTIGIRNICI | ETFILIEEIUSONERAT{I} | [--]CIT | RIGOHEN/E | [--]OCET{I} | [--]AC{I}"||LYMWD/1/1-2
LYNTN|1|1|1|Okasha, E.|1986|"CAVV{D}{I}F/IL/IVS | C{I}V{I}[L]{I}"||LYNTN/1/1-1
LYNTN|1|1|2|Chanter, J.F.|1913|"CAVV{D}{I}F/IL/IUS | C{I}V{I}L{I}"||LYNTN/1/1-2
MADR1|1|1|1|Macalister, R.A.S.|1945|"RI{A}LOBRA{N}{I} | CU{N}OV{A}L{I}FIL{I}"||MADR1/1/1-1
MADR1|1|1|2|Okasha, E.|1985|"RIALOBRA{N}{I} | 
[--]CV{N}OVAL{I}[--"||MADR1/1/1-2
MADR1|1|1|3|Thomas, C.|1994|"RIALOBRA{N}{I} | CV{N}OVAL{I}FIL{I}"||MADR1/1/1-3
MADR2|1|1|1|Macalister, R.A.S.|1949|"(i) FILI{A} | GVE{N}{N}CREST

(ii) HADNOB || VIS"||MADR2/1/1-1
