SITE|STONE|DISC_CIRC|DISC_WHEN|DISC_WHO|SUBSQ_HIST|CURRENT_SE|CURRENT_LO|LOC_NOTES|MON_FORM|FORM_NOTES|COMPLETENE|PRESERVATI|PRESCONDNO|M_SOURCE|M_HEIGHT|M_HT_STATU|M_WIDTH|M_WDTH_STA|M_THICKNES|M_THCK_STA|I_SOURCE|I_HT_FEET|I_HT_INCHE|I_HT_STATU|I_WD_FEET|I_WD_INCHE|I_WDTH_STA|I_TH_FEET|I_TH_INCHE|I_THCK_STA|STONE_TYPE|NO_CARVED|DECOR_NOTE|VISITED|id
KCMMN|1|first mentioned|1802|J. Little|"Petrie/1878, 46, `this stone was published [in a]...paper by the Rev. Jame Little, read June 21st, 1802''.

Macalister/1949, 13-14, `I could not find it at Kilcummin: but a young woman who was passing by told me that she remembered seeing it when she was a child, and pointed to a dense growth of brambles, which, she thought, were covering it: they are against the south side of the church, outside. They would have taken a long time to stub out; I am therefore, obliged to depend on Petrie''."|inc|on site|Macalister/1949, 13--14: `I could not find it at Kilcummin: but a young woman who was passing by told me that she remembered seeing it when she was a child, and pointed to a dense growth of brambles, which, she thought, were covering it: they are against the south side of the church, outside'. |slbcr|Petrie/1878, 46: `The stone...is a thick slab'. |inc|inc||converted|1.22|uncertain|1.83|uncertain|0|inc|Petrie/1878|4|0|uncertain|6|0|uncertain|0|0|inc||1|Details of the decoration and inscription on this cross are taken from Petrie/1878, 46, and Plate XXVIII. The main cross is flanked in its lower sinister and dexter quadrants by small equal-armed crosses. A third such cross is in the upper sinister quadrant, integrated into the text of the inscription. |f|KCMMN/1
KDEAS|1|first mentioned|1935|Lowry-Corry, Lady D.|Macalister/1949, 123, states that the stone was found within the cemetery of parish church of Killadeas, and that it was first published by Lady D. Lowry-Corry in 1935.|inc|on site|Macalister/1949, 123, `The cemetery of the parish church of Killadeas'.|slbbd|Macalister/1949, 123, `a slab'.|complete|some||converted|1.57|actual|0.91|actual|0.11|actual|Macalister/1949|5|2|actual|3|0|actual|0|4.5|actual||2|Macalister/1949,  23, `On the reverse face a _semée_ of cup-shaped hollows, indicating an earlier appropriation of the stone.  The obverse face bears a cross  pattée in a circle, enriched with triquetras upon the expansions of the arms, and interlacements (now defaced beyond recovery) in the cantons.  The cross is mounted on a stem, forked below, and supported, as it were, upon a boat-shaped base.'|f|KDEAS/1
KDEAS|2|first mentioned|1935|Lowry-Corry, Lady D.|Macalister/1949, 123, states that the stone was found within the cemetery of parish church of Killadeas, and that it was first published by Lady D. Lowry-Corry in 1935. He goes on to state that `This stone...has been used three times.  At first it bore, upon one of its narrow edges, a figure...Afterwards the stone was adapted as a corbel in some building, the figure being turned face upward, and the supported structure, whatever it may have been, set to rest upon it: the end and back edge of the stone being trimmed to a curve.  Thereafter it was taken down and adapted as a monument of an ecclesiastic'.|inc|on site|Macalister/1949, 123, `The cemetery of the parish church of Killadeas'.|slbot|CISP: A corbel shaped slab reused (according to Macalister/1949, 123) three times.|incomplete|some||converted|1.05|actual|0.39|actual|0.23|actual|Macalister/1949|3|5.5|actual|1|3.5|actual|0|9|actual||2|Macalister/1949, 123, `upon one of its narrow edges, a figure with a grotesque head in relief, closely akin to the famous series on White Island in the same county.  The head is intact, but the body has been completely chiselled away, a panel of interlacements now filling the space which it occupied...Thereafter...adpated as a monument of an ecclesiastic, who was represented by a figure holding a crozier and a bell, cut on one of the broad sides of the stone.  Though the figure is crude, the sculptor has succeded in investing it with a real vitality: the mincing gait of the subject is well caught.   Traces of an inscription may be detected upon the garment of the figure'.|f|KDEAS/2
KEELW|1|first mentioned|1960|B. Raftery||inc|earliest|"MacManus/1991, 73: `This stone was found on the surface of a field in the townland of Keel West, Co. Mayo''.
"|pilsp|Raftery/1960, 33:`rectangular...pointed at one end'. |inc|inc||Ratfery/1960|80.5|actual|36|actual|9|actual|converted|264|1.25|actual|118|1.25|actual|29|6.25|actual||0||f|KEELW/1
KEENH|1|recognised|1906|R.A.S. Macalister|Macalister/1945, 79, states that he found the stone in 1906.|in ground|earliest|Macalister/1945, 78--79, `This stone can be found by taking the road from Dunmanway to Togher. After crossing the bridge over the Bandon River the road forks: take the right hand branch, and the stone will then be seen at the inner end of the first field beyond the first cottage on the right-hand side of the road'.|pilsp||complete|some||converted|2.31|actual|0.43|actual|0.33|actual|Macalister/1945|7|7|actual|1|5|actual|1|1|actual||0||f|KEENH/1
KELLS|1|first mentioned|1934|R.A.S. Macalister|Macalister/1949, 33, `now standing against the old church tower'.|on ground|on site|Macalister/1949, 33, `now standing against the old church tower'.|slbcr||incomplete|poor|Macalister/1949, 34, `The stem and dexter arm of the cross have disappeared, probably by foot-wear'.|converted|1.4|actual|0.53|actual|0.18|actual|Macalister/1949|4|7|actual|1|9|actual|0|7|actual||1|"Macalister/1949, 33--34:`...it bears a cross quadrate in _cavo rilievo_, decorated with interlacing patterns, in a round-headed sinking recessed 1/2 '" below the surface of the inscribed face''."|f|KELLS/1
KELLS|2|recognised|1934|R.A.S. Macalister|Harbison/1992, 100--101, notes that this cross had been known since the 17th century, but that only Macalister himself has seen the inscriptions upon it. He also notes that the cross is `to the west of the Protestant church...[and that] it may still have been reasonably complete in the mid-17th century...[and that] the shaft has probably been re-erected at some period unknown'.|on ground|on site|Harbison/1992, 100, `to the West of the Protestant church'.|fcsA||incomplete|poor|Harbison/1992, 100--101, only the base and much of the shaft survives, with the head and cross now dissappeared.|Harbison/1992|2.61|actual|0.77|actual|0.46|actual|Macalister/1949|4|7|actual|1|9|actual|0|7|actual||4|Harbison/1992, 101--103, argues that the East face shows the following scenes; the Baptism of Christ, the marriage feast of Cana, the raising of Lazarus (or maybe the miracle at the pool of Bethseda), Jesus delivers the adulteress (or maybe Jesus with the Samarian woman at the well), the washing of the child Jesus, the three wise men questioning Herod and the entry of Christ into Jerusalem. On the south side Harbison notes the presence of `a sunken cross, with terminals made of spiral-decorated bosses which are linked to other similar bosses above and below. Some of the interlinking bands seem to be bitten by animals emerging from some of the bosses', and then further up the shaft in the next panel, `Interlace forming semi-circular patterns', and then `interconnecting bosses'; `Fretwork with spiral terminations', and finally `a series of interlacing serpents with curling tails'. On the west face Harbison records the following scenes; Adam and Eve knowing their nakedness; Noah's Ark; Moses turns the water of Egypt into Blood; the pillar of Fire and the Passage of the Israelites through the Red Sea. On the north side Harbison notes `two human head enmeshed by biting serpents emerging from bosses'; `corners filled with fretwork leave an upright lozenge shape in the centre of the panel, which is filled with bossed decoration'; `a regular interlace of four animals, which are further interlaced by narrow ribbons with lobed or animal-headed terminals'; and then in the uppermost panel 'decoration no longer visible'.|f|KELLS/2
KFNTN|1|first mentioned|1887|S. Ferguson|"First recorded in Ferguson/1887, no. 37.

Macalister/1945, 179, states it was `standing in a disused burial ground''.

Cuppage/etal/1986, 302, records it as still standing on site."|in ground|earliest|"Cuppage/etal/1986, 302, Plate XVIb, show the stone as still standing within the burial ground at Kilfountain.

CISP visited the site in 1996, and found the stone still in situ."|pillc||complete|good||Cuppage/etal/1986|1.5|actual|0.25|actual|0.09|actual|converted|4|11|actual|0|9.75|actual|0|3.5|actual||1|"Macalister/1945, 179, `on the face was cut (not pocked) a cross with expanding ends in a circle, and other ornaments''.

Cuppage/etal/1986, 304, `The upper part of the S face is occupied by an equal-armed cross with expanded terminals which is enclosed within a circle. This is surmounted by a scrolled crest, joined to the top of the circle by a short stem. Beneath the cross, but not pendant from it, is an elaborate design which ends in a pelta motif. Directly below the circle, a wide curved band has been left in relief at each end of this. Pendant from each end are a curved line which runs to meet the edge of the stone and a 2nd line which develops into the pelta design. Another line, pendant from the centre of the band, extends a short distance between the latter''."|f|KFNTN/1
KILEG|1|first mentioned|1945|R.A. S. Macalister||in ground|earliest||pilsp||incomplete|poor|Macalister/1945, 49--50: `The dexter angle of the principal face once bore an ogham inscription, but it has all been chipped away...'.  |converted|1.91|actual||actual|0.51|actual|Macalister/1945|6|3|actual|3||actual|1|8|actual||1|"Macalister/1945, 50: `A cross, 1'' 5'" high and 1'' 2'" across the arms, which expand outward, was cut on the principal face of the stone after the destruction of the inscription''. "|f|KILEG/1
KILMA|1|first mentioned|1907|Srgt. Lyons||in display|museum|"Macalister/1945, 6, records that this stone is now in the National Museum, Dublin.

Gippert/Web, Ogham 4, notes that it is in the basement, and  numbered `LXIII''. "|pilsp||complete|some||converted|1.22|actual|0.51|actual|0.3|actual|Macalister/1945|4|0|actual|1|8|actual|1|0|inc||||f|KILMA/1
KILTH|1|first mentioned|1875|R.R. Brash|"Brash/1879, no. 163, records the stone as found in 1875.

Macalister/1945, 109, states that it is one of two surviving standing stones of an original four, and that it is still in its earliest location."|in ground|earliest|Macalister/1945, 109, states that it is one of two surviving standing stones of an original four, and that it is still in its earliest location.|pilsp||complete|some|Macalister/1945, 110, `the surface is much weathered and disintegrated'.|converted|1.93|actual|0.43|actual|0.23|actual|Macalister/1945|6|4|actual|1|5|actual|0|9|actual||0||f|KILTH/1
KINET|1|first mentioned|1849|C. Graves|"Macalister/1945, 182, cites one C. Graves as the first recorder of the stone in 1849.

Cuppage/etal/1986, 328, records the stone as now `set upright in the ground near the W side of the graveyard''."|in ground|on site|Cuppage/etal/1986, 328, records the stone as now `set upright in the ground near the W side of the graveyard'.|pillc||complete|good|Macalister/1945, 182, `waterworn'.|converted|1.8|visible|0.53|actual|0.28|actual|Macalister/1945|5|11|visible|1|9|actual|0|11|actual||1|"Macalister/1945, 182, `an equal armed cross with two similar crosses in the upper cantons, all in a square''.

Cuppage/etal/1986, 328, `an unusual cross inscription consisting of a rectangular outline divided into four roughly equal parts, the upper quadrants being similarly subdivided''."|f|KINET/1
KINET|2|first mentioned|1849|C. Graves|"Macalister/1945, 182, cites one C. Graves as the first recorder of the stone in 1849.

Cuppage/etal/1986, 328, records the stone as now `lying prostrate in the NW part of the graveyard''."|on ground|on site|Cuppage/etal/1986, 328, records the stone as now `lying prostrate in the NW part of the graveyard'.|pilsp||complete|some||Cuppage/etal/1986|1.8|actual|0.52|actual|0.16|actual|converted|5|10.75|actual|1|8.5|actual|0|6.25|actual||0||f|KINET/2
KIOLA|1|non-arch dig|1827|inc|"Petrie/1878, 73, `the stone...was found in the levelling of an earthen ditch, which formed part of the enclosure of the graveyard. It was brought into Ballymena, and, for sake of preservation, deposited in the first loft of the newly built church tower...a drawing of it was made, October 9, 1869, by Mr. William G. Patterson, of Belfast''.

Macalister/1949, 112, `found about 1827 in the old church of Kirkinriola, and since 1927 placed for safety inside the E. wall of the N. porch of St. Patrick''s church, Ballymena''."|unattch|other|Macalister/1949, 112, `found about 1827 in the old church of Kirkinriola, and since 1927 placed for safety inside the E. wall of the N. porch of St. Patrick's church, Ballymena'.|slbcr|Macalister/1949, 112, `a slab...the inscribed surface is slightly convex'.|incomplete|some|Macalister/1949, 112, `The stone has been broken into three pieces by a blow inflicted on the lower sinister quarter.'|converted|0.52|actual|0.46|actual||uncertain|Macalister/1949|1|8.5|actual|1|6|actual||0|uncertain||1|Macalister/1949, 112, `a Latin wheel-cross potent (the base broken off)'.|f|KIOLA/1
KLBEG|1|first mentioned|1875|Mr. Martin|Macalister/1945, 280, states that one Mr. Martin as the first recorder of the stone. He also states that the stone is `in the collection of the R.S.A.I., deposited in the National Museum.'|in display|museum|Macalister/1945, 280, `now...in the National Museum'.|pilsp||complete|some||converted|1.17|actual|0.27|actual|0.14|actual|Macalister/1945|3|10|actual|0|10.5|actual|0|5.5|actual||0||f|KLBEG/1
