"SITE"|"NAME"|"CEL_NAME"|"PLACE"|"CEL_PLACE"|"PARISH"|"CEL_PARISH"|"COUNTY"|"CEL_COUNTY"|"COUNTRY"|"HEIGHTOD"|"SITE_TYPE"|"SITE_DESCR"|"SITE_HISTO"|"Site Address"|"grid"|"easting"|"northing"|"lat"|"lon"
"MTHRY"|"Mathry"|"inc"|"Mathry"|"inc"|"Mathry"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"RCAHMW/1925, 221--223, `The present church was erected in 1869 and restored in 1902.  Though built upon ancient foundations, it does not seem to have incorporated any of the features of its predecessor.  Fenton (_Tour_, p. 29) says that the church of his day was `formerly dignified with a steeple, serving for a landmark to mariners, from its situation on this conspicuous eminence, an exposure that proved the means of its destruction, it being thrown down in a storm.'  Two early cross-inscribed stones have been moved to the churchyard from elsewhere in the parish (p. 222).  The first, originally from Rhoslanog, has a double ring, cf. the double circle on the back of the inscribed stone from this site.  The site is also associated with the legend of the ""seven sainted men of Mathry"" (pp. 222--223) to whom the church is dedicated."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"MUSIC"|"Music"|"inc"|"Music"|"inc"|"West Muskerry"|"inc"|"Cork"|"Chorcai"|"Ireland"|NULL|"lands"|"Macalister/1945, 131, `...a field'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"MVILE"|"Moville"|"Magh-bile"|"Moville"|"inc"|"Lower Ards"|"inc"|"Down"|"inc"|"Ireland"|NULL|"eccle"|"Petrie/1878, 71, provides a description and discussion of Moville Abbey."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"MWROG"|"Tomen-y-Mur"|"Tomen-y-Mur"|"Tomen-y-Mur"|"Tomen-y-Mur"|"Maentwrog"|"Maentwrog"|"Merionethshire"|"Sir Meirionydd"|"Wales"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NANSW"|"Nanscow Farm"|"inc"|"Nanscow Farm"|"inc"|"St Breock"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"modsc"|"Macalister/1945, 450, states that the stone was on the farm of Nanscowe, and by his time was `standing in a small coppice'.

Okasha/1993, 189, `...Kent... stated that it `now supplies the place of a gate-post, at a spot a few miles from Padstow...In 1856 the stone was `at the mowhay gate, Nanscowe'.  Nanscow Farm is some 8km. from Padstow so it is possible but by no means certain that the location described by Kent was on or near the farm.'

Thomas/1994, 262, `Just west of the Camel estuary at Nanscowe...'

Thomas/1994, 307, `The stone...at Nanscowe...stood by the track up from the Camel valley to Pawton, DB _Pautone_, the paramount hundredal manor with extensive grazing on St Breoke downs (DB, six by two leagues of pasture).'"|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"NANTC"|"Nant Crew"|"inc"|"Nant Crew"|"inc"|"Vaynor"|"inc"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"modsc"|"Webley/1958, 123--124: `The Taf Valley, Vaynor (Brecs) has already proved to be the provenance of four early Christian monuments. [ABCAR/1 and ABCAR/2, NANTD/1, & VAENR/1]...With the exception of the Abercar Stone, now in St. Tydfil's Church, Merthyr, all are lost... 

`It will not be out of place if the topography of the Taf Valley Stones is examined here.  All the five stones were found on farms on the east side of the Taf Fawr valley, at the mouth of river gullies through the Beacon's foothills---the Crew, Ddu, and Car valleys.  It is also worth recording that the Ystrad stone [PONTS/1] also stands beside a tributary if the Taf Fechan, and, just as in the case of that stone, the five others are situated in an area which had been intensively occupied in prehistoric times...'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NANTD"|"Faenor"|"inc"|"Faenor"|"inc"|"Nant-duu"|"inc"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"modsc"|"Westwood/1876, 54--55: `Vaenor, or Faenor (about 3 miles to the north-east of Merthyr Tydvil), within 100 yards of the twelfth milestone on the turnpike-road from Brecknock to Merthyr, as a gatepost in a wall on the right-hand side of the road, and about 50 yards on the other side of the river Llysevoc.'
 "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NBRGH"|"Fron-deg Farm"|"Fron-deg Farm"|"Newborough"|"inc"|"Llangaffo"|"Llangaffo"|"Anglesey"|"Sir Fon"|"Wales"|NULL|"lands"|"Jones/1846a, 428, 'On the south-eastern side of the road from Newborough to Llangaffo, and on the farm of Brondeg'."|"Jones/1846a, 427 and Edwards/1986, 30 argue that the church of Newborough has a twelfth-century font, perhaps indicating an even older foundation."|NULL|NULL|NULL|NULL|NULL|NULL
"NBRTH"|"Narberth North"|"inc"|"Narberth North"|"inc"|"Narberth North"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"ind"|"RCAHMW/1925, 249, quoting Lhwyd's unpublished Ms. states that the site was ``Near St. Owen's Well in Arberth parish, P-kshire'', but  it proved impossible to locate this spot.  However, in amongst sketches made for two unpublished 18th century books, another drawing of the stone came to light from `Stoneditch' in this parish.  Stoneditch lies about 500 yards south of the castle ruins.  It is possible that during the 18th century `St. Owen' became contracted to `Stone' (Westwood/1882, 41, RCAHMW/1925, 249--50)."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NEVRN"|"Nevern"|"inc"|"Nevern"|"inc"|"Nevern"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"Westwood/1876, 102: `The church of Nevern,' as we learn from Fenton's `Pembrokeshire,' `is dedicated, as are most of the churches in this district, to St. Byrnach, who flourished in the sixth century, and was a contemporary of St. David. He is reported to have lived an eremetical life in the neighbourhood of a certain mountain[1] of Cemaes, where legend says he was often visited by angels, who spiritually ministered to him, and that the place was thence denominated ``Mons Angelorum,'' which could be no other than that which is now called Carn Engylion, or as it is corrupted Carn Englyn, overhanging the principal church of all those consecrated to him, and which in compliment was founded near the palace of the Regulus of the country, probably Meurig, one of Arthur's courtiers, who is said to have held his sanctity in such veneration, that he gave him all his lands free to endow his churches with.' (p. 542.)

`[1] `The chief resort of the hermit-saint is supposed to have been at a place above Cerni Meibion Owen, in the mountain by the road side, where there is a well compassed round with a curtiledge of stone wall five or six feet thick, called Buarth Bymnach, Byrnach's fold.' '

RCAHMW/1925, 262: `The church is cruciform in plan, consisting of chancel (48 feet by 18 feet) with shallow tomb recesses on the north and south sides, nave (72 feet by 24 feet), north transept (Capel Glastir), south transept (Henllys Chapel) with priest's chamber above, low western tower and south porch.  The structure is generally late Perpendicular.  The windows have been renewed or largely restored.  In the chancel arch are an aumbrey and a piscina.  The Henllys Chapel, which has a groined vault, is separated from the nave by an arcade of two bays with pointed arches.  In the west wall is a low arched doorway giving access to the turret stairs leading to the chamber above the vaulting.  This low room ... is lighted by a circular quatrefoiled window in the east wall.  The north transept contains a piscina.  The nave opens to the tower by a pointed arch.  The tower is corbelled and battlemented; it is of two storeys, with a turret in the south-east angle containing a flight of sixty steps.  The upper storey has four windows ot two lights having stone louvres.  The angles on the west side of the tower have stepped butresses which reach to within a foot of the parapet, similar in character to those in the adjacent church of Newport.  In the west wall is a four-light window.'

Anon/1922, 498: `On the hill above the church is a fine motte and bailey castle, which marks the site of the first castle of the Martins, the Norman lords of Kemes, early in the twelfth century.  But Nevern was an important place long before their coming, as proved by the incised stones.  The name is earliest found, as Nant Nimer, in the _Annales Cambriae, s.a._ 865 ; this became reduced to Nant Nyfer (The Valley of the Nyfer), then Nanhyfer (its present  Welsh name), and finally Nevern (with an excrescent n).'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NEWCA"|"Newcastle-Bridgend"|"inc"|"Newcastle-Bridgend"|"inc"|"Newcastle"|"Y Castellnewydd"|"Glamorganshire"|"Sir Morgannwg"|"Wales"|NULL|"eccle"|"RCAHMW/1976, 66: `at St. Leonard's Church, discovered in 1853 serving as a step...to the S. door of the chancel'.

There is no evidence of an earlier location."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NEWCH"|"Llanfihangel Croesfeini"|"Llanfihangel Croesfeini"|"Newchurch"|"Llan Newydd"|"Newchurch"|"Llan Newydd"|"Carmarthenshire"|"Sir Gar"|"Wales"|NULL|"eccle"|NULL|"G.E. Evans/1917, 163, states that the chapel at Llanfihangel Croesfeini was in ruins by 1856."|NULL|NULL|NULL|NULL|NULL|NULL
"NEWLE"|"Newcastle"|"inc"|"Newcastle"|"inc"|"Iffa and Offa West"|"inc"|"Tipperary"|"inc"|"Ireland"|NULL|"cemet"|"Macalister/1945, 256, `...outside the old cemetery'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NEWT"|"Newton"|"inc"|"Newton"|"inc"|"Culsamond"|"inc"|"Aberdeenshire"|"inc"|"Scotland"|NULL|"lands"|"Forsyth/1996, 420, notes that there is some confusion over the earlier whereabouts of the stone at this site, but notes that the earliest record of its location in 1804, by Aberdeen, who first saw the stone `in a fir plantation, a few paces from the high road, and near to the Pitmarchie Turnpike'. "|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"NOBBE"|"Nobber"|"inc"|"Nobber"|"inc"|"Nobber"|"inc"|"Meath"|"Mi"|"Ireland"|NULL|"soutn"|"McManus/1991, 76, `a souterrain in Nobber, Co. Meath'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"OGMOR"|"Ogmore"|"Ogwr"|"Bridgend"|"Pen-y-bont ar Ogwr"|"St. Brides Major and Wick"|"Saint-y-brid ac Y Wig"|"Glamorganshire"|"Sir Morgannwg"|"Wales"|NULL|"modsc"|"Macalister/1949, 162, `The stone was found in the course of repair work at Ogmore Castle in the parish of Merthyr Mawr, where it had been built into a floor beneath the castle.'

RCAHMW/1976, 55, `It was discovered at Ogmore Castle in 1929 built into the base of a 19th-century limekiln'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"OLDIS"|"Old Island"|"inc"|"Old Island"|"inc"|"Decies without Drum"|"inc"|"Waterford"|"inc"|"Ireland"|NULL|"lands"|"Macalister/1945, 290, `...a field'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"OUGHT"|"Oughtmama"|"inc"|"Oughtmama"|"inc"|"Oughtmama"|"inc"|"Clare"|"inc"|"Ireland"|NULL|"inc"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PAINT"|"Painestown"|"inc"|"Painestown"|"inc"|"Duleek Lower"|"inc"|"Meath"|"Mi"|"Ireland"|NULL|"lands"|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PALLY"|"Penally"|"inc"|"Penally"|"inc"|"Penally"|"inc"|"Pembrokeshire"|"Sir Benfro"|"Wales"|NULL|"eccle"|"RCAHMW/1925, 292, `The church is formed of chancel...nave...south transept...north transept...tower at west end and south porch.  All parts are vaulted. There are no carved details throughout the church, and the arches are perfectly plain.  The building is probably entirely of the same period---the latter half of the 13th century. Both transepts are connected with the chancel by a diagonal passage across each angle.  All the windows are modern.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PARAR"|"Parkavonear"|"inc"|"Parkavonear"|"inc"|"Magunihy"|"inc"|"Kerry"|"inc"|"Ireland"|NULL|"eccle"|"Macalister/1945, 237, `the ruined church or `cathedral' of Aghadoe'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PATRS"|"Patrishow"|"inc"|"Patrishow"|"inc"|"Patrishow"|"inc"|"Brecknockshire"|"Sir Brycheiniog"|"Wales"|NULL|"eccle"|"Westwood/1876, 71: `...the small but very interesting church of Patrishow, on the eastern confines of the county of Brecknock, about 6 miles to the northeast of Crickhowell.'"|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PBRYN"|"Parc Carreg y Lluniau"|"Parc Carreg y Lluniau"|"Penbryn"|"inc"|"Penbryn"|"inc"|"Cardiganshire"|"Sir Ceredigion"|"Wales"|NULL|"eccle"|"Macalister/1945, 339, `a field'."|NULL|NULL|NULL|NULL|NULL|NULL|NULL
"PERNP"|"St Pieran's Oratory"|"inc"|"Perranporth"|"inc"|"Perranzabuloe"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Okasha/1993: `The oratory is now covered in sand...'

See Thomas/1994, 312, for discussion of placenames with a 'Perran' element.

Thomas/1994, 316: `_Lanpiran_ stands in the rolling wastes of Perran Sands.  The (seventh century?) core would have comprised the now re-buried `St Piran's Oratory', a tenth century secondary church; and the unenclosed (?) cemetery around it.  Not far off is the _lann_ itself, a large ovoid enclosure marked by a visible low bank; within it is the abandoned Old Parish Church, whose north-east part is another church incorporated into a medieval structure, and also a tall granite cross that appears to be the _cristel mael_ in a charter of 960.'"|"According to Okasha/1993, 200, the site was last uncovered in 1980."|NULL|NULL|NULL|NULL|NULL|NULL
"PGWRA"|"Porthgwarra"|"inc"|"Porthgwarra"|"inc"|"St Levan"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"ind"|"Okasha/1993, 211, citing manuscript BL MS Stowe 1023, p. 39, `A Corner Stone in the Court Wall of hor Gwera, or the Higher Cove in St. Levans pish, within a Quarter of a Mile of the Lands End.'"|"No information."|NULL|NULL|NULL|NULL|NULL|NULL
"PHLLK"|"Phillack"|"inc"|"Phillack"|"inc"|"Phillack"|"inc"|"Cornwall"|"Kernow"|"England"|NULL|"eccle"|"Following notes from Thomas/1994, 197--198; see also 316.

Phillack church stands in lee of sand dunes of Hayle's East Pool.  Many early and medieval stone monuments including a Norman granite altar _mensa_, a Norman priest's tomb-slab, a possible pre-Norman Crucifixion panel, several pre-Norman granite crosses, a coped (11th? century) `hogback' grave cover, as well as an inscribed pillar. Churchyard has been, since fifth or sixth centuries, a Christian focus with a series of churches.  May be partly sited on an Iron Age burial area with short stone cists.

Part of current church of Norman date."|"The following notes are taken from Thomas/1994, 197--98.

A major rebuilding of the church took place in 1856--7 when many antiquities were recovered (see site description).  In 1973 some road-widening led to clipping back of the line of the churchyard wall on its souterhn curve, small scale excavations took place. A sequence of graves  found including pre-Norman long-cist burials. From lowest levels sherd of imported East Mediterranean red slipware (Phocaean Red Slip, Form 3) found.  The sherds dates to fifth or early sixth century.

The Phillack stone PHLLK/1, and another stone inscribed with only a _chi-rho_ (Okasha/1993, No. 40) were found during the rebuilding works of 1856 when a wall was dismantled."|NULL|NULL|NULL|NULL|NULL|NULL
"PMCH1"|"Penmachno"|"inc"|"Penmachno"|"inc"|"Penmachno"|"inc"|"Caernarvonshire"|"Sir Caernarfon"|"Wales"|NULL|"eccle"|"RCAHMW/1956, 168--169, `Penmachno, formerly Pennant Machno, is a parish centred on the valley of the Afon Machno, one of the upper tributaries of the River Conway.  The inscribed stones...show it was an important early Christian centre.  The principal monuments are the large farmhouses, which are unusually numerous.

` (610) The Parish church of St. Tudclud stands in the centre of the western part of the village of Penmachno, the angle formed by the junction of the rivers Glasgwm and Machno.  Two churches originally stood in the churchyard, which accounts for its large size.  The second church, dedicated to St. Enclydwyn, fell into ruin after the Reformation and has entirely disappeared.  The present church was built in 1857'.

"|"Macalister/1945, 369, Old church was taken down, at which point the stones were found."|NULL|NULL|NULL|NULL|NULL|NULL
